flakyTrain,nonFlakyTrain,flakyTest,nonFlakyTest,precision,recall,storage,preparationTime,predictionTime
1106.0,21362.0,277.0,5340.0,0.23271883952912864,0.5535499398315284,255910766,552.0338902521668,0.024569682042810518
