flakyTrain,nonFlakyTrain,flakyTest,nonFlakyTest,loss,accuracy,precision,recall,TP,TN,FP,FN
1106,21362,277,5340,0.07137453556060791,0.9875378608703613,0.8631578683853149,0.8880866169929504,246.0,5301.0,39.0,31.0
-,-,-,-,-,-,0.8631578683853149,0.8880866169929504,-,-,-,-
