flakyTrain,nonFlakyTrain,flakyTest,nonFlakyTest,precision,recall,storage,preparationTime,predictionTime
1106.0,21362.0,277.0,5340.0,0.9941707415275184,0.5884476534296027,255910766,598.4745119593334,0.024498993409370354
